0,491652 0,4821457 0,4978667 0,4803615 0,4885951 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4693136 0,4789168 0,4820333 0,4996673 0,4733763 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,452337 0,4603108 0,4749722 0,4773658 0,4900365 0,48 0,48 0,48 0,48 0,48 ;0,480016 0,5201657 0,5129713 0,5045953 0,4869328 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,5142561 0,4921001 0,4606762 0,4870081 0,4845224 0,48 0,48 0,48 0,48 0,48 ;0,4731996 0,4582278 0,4675811 0,4708674 0,4758678 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4568246 0,4642149 0,4662651 0,4680984 0,4840064 0,48 0,48 0,48 0,48 0,48 ;0,4845774 0,483468 0,4756804 0,4863918 0,4684878 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4637167 0,473426 0,4632126 0,4694705 0,4752219 0,48 0,48 0,48 0,48 0,48 ;0,4774983 0,4996587 0,5044537 0,47 0,473889 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4712815 0,4710792 0,4687668 0,4966704 0,4652958 0,48 0,48 0,48 0,48 0,48 ;0,47 0,47 0,47 0,47 0,4749098 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,5013182 0,5067493 0,4678304 0,4887222 0,5076258 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4542419 0,4500114 0,4735959 0,4657496 0,4770629 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4520504 0,4596158 0,4721376 0,4890651 0,4771343 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,5349168 0,5064731 0,5059189 0,4876127 0,4940483 0,48 0,48 0,48 0,48 0,48 ;
0,4758421 0,4623108 0,4743833 0,5002192 0,4981191 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,5002025 0,48 0,4818933 0,4972476 0,5144027 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4684496 0,4763969 0,4850205 0,5073254 0,4946515 0,48 0,48 0,48 0,48 0,48 ;0,5212073 0,47 0,47 0,47 0,47 0,48 0,48 0,48 0,48 0,48 ;
0,4618715 0,463388 0,4651354 0,4693046 0,4878075 0,48 0,48 0,48 0,48 0,48 ;0,47 0,47 0,47 0,47 0,47 0,48 0,48 0,48 0,48 0,48 ;0,5106633 0,5064673 0,4890582 0,4965962 0,5050142 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,5170219 0,4569979 0,4628069 0,4815084 0,476878 0,48 0,48 0,48 0,48 0,48 ;0,5177935 0,4751895 0,4552913 0,4797511 0,4848159 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,47 0,47 0,47 0,47 0,4823764 0,48 0,48 0,48 0,48 0,48 ;0,5062424 0,4861771 0,4875613 0,4996097 0,4883442 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4611039 0,4598796 0,473392 0,4782816 0,4821346 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4959801 0,4743989 0,5094964 0,4798017 0,4962156 0,48 0,48 0,48 0,48 0,48 ;0,5085464 0,4900917 0,4945 0,4756673 0,47 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4959407 0,5368899 0,5155883 0,4903814 0,481794 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4869274 0,499297 0,4980224 0,477975 0,4838936 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4619394 0,4749809 0,4825394 0,4785531 0,4956028 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4441555 0,4593049 0,4592926 0,4784607 0,489238 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,4573014 0,4600911 0,4738616 0,4940369 0,4791252 0,48 0,48 0,48 0,48 0,48 ;0,4681225 0,480156 0,5106822 0,4897679 0,488027 0,48 0,48 0,48 0,48 0,48 ;
0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 0,48 ;0,46 0,46 0,4860208 0,4926372 0,486054 0,48 0,48 0,48 0,48 0,48 ;0,4790905 0,5059336 0,4889534 0,4897178 0,4640196 0,48 0,48 0,48 0,48 0,48 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5271084 0,4933616 0,490949 0,4863218 0,466294 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4665626 0,472279 0,4754376 0,4698836 0,4962021 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5119715 0,5161307 0,5074241 0,4871161 0,4840934 0,5 0,5 0,5 0,5 0,5 ;
0,4920016 0,4719021 0,4815753 0,4973753 0,4886388 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4478182 0,460407 0,4617037 0,466225 0,4753675 0,5 0,5 0,5 0,5 0,5 ;0,5054039 0,4968337 0,4857508 0,4642352 0,4669539 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4773602 0,472756 0,4891819 0,4793314 0,4987088 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,472337 0,4848124 0,470808 0,4724729 0,4809296 0,5 0,5 0,5 0,5 0,5 ;
0,4931113 0,4936762 0,4683101 0,4958835 0,4876979 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,47 0,47 0,47 0,4874085 0,47 0,5 0,5 0,5 0,5 0,5 ;0,4764041 0,5026188 0,4910185 0,4922987 0,497083 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4493132 0,4695279 0,4725486 0,4688276 0,4927693 0,5 0,5 0,5 0,5 0,5 ;
0,4472419 0,4650737 0,4648519 0,464145 0,4757164 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,47 0,47 0,47 0,47 0,47 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4596779 0,4620949 0,4706369 0,4608218 0,4632266 0,5 0,5 0,5 0,5 0,5 ;0,4614758 0,4577928 0,4635221 0,4688991 0,4676145 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4573918 0,4656513 0,4962338 0,4943048 0,4820223 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4483386 0,4789132 0,5087643 0,481409 0,4570169 0,5 0,5 0,5 0,5 0,5 ;
0,4528885 0,4632387 0,4658305 0,4565278 0,4805137 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4503632 0,4544553 0,4604027 0,4648462 0,4638181 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,466288 0,4547985 0,4605305 0,4642628 0,4640539 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4356148 0,4595324 0,4735934 0,477977 0,4987209 0,5 0,5 0,5 0,5 0,5 ;0,47 0,47 0,47 0,47 0,47 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5170068 0,4839799 0,4790612 0,4494913 0,48162 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,458891 0,4821731 0,491908 0,5021617 0,4765596 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4757321 0,466356 0,479064 0,46 0,4899403 0,5 0,5 0,5 0,5 0,5 ;0,4622512 0,4885987 0,4795478 0,4799241 0,4831339 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4935734 0,5081477 0,4885361 0,4693177 0,5027318 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4993939 0,5140018 0,5045314 0,5019356 0,4722576 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4739249 0,4946078 0,5041848 0,5054654 0,4715654 0,5 0,5 0,5 0,5 0,5 ;0,4808041 0,4981565 0,5208048 0,5164809 0,5041965 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4732559 0,4827271 0,457698 0,4937291 0,489234 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4548033 0,4618308 0,4763686 0,4876222 0,4883124 0,5 0,5 0,5 0,5 0,5 ;
0,4507327 0,4586079 0,4653124 0,4546371 0,4744785 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,4565296 0,4561459 0,4783769 0,4716097 0,4960186 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4680532 0,4989921 0,4994131 0,4779341 0,4752582 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4890004 0,4866237 0,4839749 0,5055062 0,487574 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4953772 0,5073388 0,5094225 0,4969478 0,5092106 0,5 0,5 0,5 0,5 0,5 ;0,47 0,5301237 0,47 0,4878033 0,4821708 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4586008 0,4758871 0,4805962 0,4695516 0,4784617 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,484685 0,4716407 0,4909921 0,4713388 0,462998 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4632313 0,4958659 0,4888004 0,5068325 0,480192 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4724451 0,5014514 0,4780747 0,5088838 0,5074778 0,5 0,5 0,5 0,5 0,5 ;0,4738823 0,5244523 0,5001922 0,5061535 0,5118344 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4469318 0,4619909 0,4594637 0,4820614 0,4650263 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4519922 0,4527743 0,4507329 0,4620859 0,4834837 0,5 0,5 0,5 0,5 0,5 ;
0,5231657 0,5119391 0,4728305 0,4790941 0,4795301 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4891656 0,4842624 0,4893176 0,492262 0,5111439 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,4788372 0,4858522 0,4938202 0,502144 0,5138199 0,5 0,5 0,5 0,5 0,5 ;
