0.48 0.48 0.5288586 0.5023234 0.4896919 0.4437965 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4815441 0.4742445 0.4256772 0.4235796 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4719828 0.468122 0.454114 0.4377902 0.48 0.48 0.48 0.48 ;0.48 0.48 0.466947 0.4573262 0.4418198 0.4100204 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5017921 0.4773102 0.4571496 0.4525426 0.48 0.48 0.48 0.48 ;0.48 0.48 0.3992465 0.420352 0.4191535 0.4380996 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4189343 0.4192138 0.4415408 0.4420996 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4699414 0.4431468 0.4472573 0.4352029 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5115796 0.4833176 0.4695702 0.4329195 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5248104 0.4915827 0.4849255 0.4751796 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.475547 0.4607572 0.4427168 0.4391066 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4559155 0.4626943 0.463449 0.4630237 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4765087 0.4457744 0.4370657 0.4383217 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5156927 0.5151661 0.4588779 0.4577558 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5218759 0.4952858 0.4882103 0.4536184 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5135756 0.454088 0.471015 0.4430369 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.4912321 0.4720305 0.4848295 0.429473 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.497656 0.4816097 0.4906909 0.4976803 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5085968 0.5085801 0.4851184 0.4416489 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5501564 0.5023572 0.436835 0.4280251 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4405033 0.4687329 0.4664077 0.443893 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4888094 0.467268 0.4340834 0.4359556 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.470722 0.4468242 0.4191199 0.4254985 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5239696 0.4886283 0.4701363 0.4366741 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4546508 0.4615503 0.4560335 0.4453251 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4814973 0.469365 0.4477681 0.4264732 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4481108 0.4235039 0.4510101 0.4105272 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5280282 0.4970289 0.470825 0.445778 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5159968 0.4930429 0.4899547 0.472217 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4618208 0.434734 0.4148 0.4220078 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5475174 0.4844263 0.4888532 0.4553253 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5031573 0.4712369 0.4683346 0.4412167 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4623547 0.4468886 0.4290568 0.3983023 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5135468 0.456452 0.4378562 0.4324119 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4592445 0.4039033 0.4269719 0.3967398 0.48 0.48 0.48 0.48 ;
0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 ;0.48 0.48 0.5250751 0.5003525 0.4771524 0.4460375 0.48 0.48 0.48 0.48 ;0.48 0.48 0.4713206 0.4554031 0.4278836 0.4368124 0.48 0.48 0.48 0.48 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5421693 0.4936912 0.48405 0.4187927 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5327309 0.5011992 0.4810173 0.425711 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4763263 0.4872703 0.4623321 0.444573 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.4896173 0.4951797 0.4737891 0.485416 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.483584 0.4726496 0.4347961 0.4347091 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5376312 0.5181748 0.4896601 0.4563438 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4580239 0.444433 0.4192243 0.4147677 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4691102 0.4718688 0.4675312 0.4277877 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.4765432 0.4651706 0.4733147 0.4611351 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4470683 0.4630775 0.4707268 0.4554507 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5004467 0.4880489 0.4608089 0.4471501 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4599197 0.440189 0.4229345 0.411825 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5059322 0.4618267 0.4547616 0.4327139 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.47 0.47 0.47 0.47 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4619451 0.4576821 0.4515229 0.4226792 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4049044 0.4226938 0.4295135 0.420314 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4516881 0.4304716 0.4283566 0.415306 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5222875 0.5146945 0.479695 0.4346905 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5068812 0.4900948 0.4435982 0.4392752 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.364105 0.3694626 0.375365 0.3748702 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.4747073 0.5292426 0.5151201 0.484685 0.4696425 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4188373 0.4356819 0.4110588 0.4277362 0.5 0.5 0.5 0.5 ;0.5 0.5 0.47 0.47 0.47 0.47 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5049475 0.4478982 0.4238685 0.4265283 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5207753 0.4849362 0.4520667 0.4409367 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5105791 0.4921541 0.4820762 0.4387992 0.5 0.5 0.5 0.5 ;0.5 0.5 0.509162 0.4843414 0.47 0.47 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5080448 0.5246179 0.4723444 0.4547151 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4948518 0.4812296 0.4574536 0.4316407 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5051514 0.4818492 0.438657 0.419217 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4765837 0.4628759 0.4493737 0.4148729 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5309569 0.4978932 0.4645317 0.4383028 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5119363 0.5026032 0.4927872 0.4565651 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5505804 0.4819883 0.4103985 0.3772962 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5172454 0.4874952 0.4894716 0.4593502 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5606537 0.5100221 0.4645235 0.4350055 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5216678 0.4710064 0.4518103 0.4472156 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5232993 0.493208 0.4645472 0.4480789 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5330169 0.5080112 0.4814809 0.4843336 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5083863 0.493435 0.4742558 0.4411475 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.505411 0.4955937 0.4542738 0.4401184 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4982007 0.4611119 0.4526394 0.4343994 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5029229 0.4629781 0.4509927 0.4326223 0.5 0.5 0.5 0.5 ;
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 ;0.5 0.5 0.4757276 0.448947 0.4334679 0.4383862 0.5 0.5 0.5 0.5 ;
